ticker,type,strike,expiry,iv,open_interest,market_price
BOVAS6,PUT,R$ 137.00,16/07/2027,26.4%,130,-52.14
BOVAO235,PUT,R$ 235.00,20/03/2026,49.6%,130,0
BOVAL121,CALL,R$ 121.00,18/12/2026,0.0%,128,-4.11
BOVAS159,PUT,R$ 159.00,16/07/2027,25.4%,123,3.49
BOVAA151W5,CALL,R$ 151.00,30/01/2026,0.0%,121,0
BOVAW67,PUT,R$ 150.00,19/11/2027,17.7%,120,-78.72
BOVAK57,CALL,R$ 140.00,19/11/2027,0.0%,115,4.54
BOVAU151,PUT,R$ 151.00,17/09/2027,25.3%,112,-3.72
BOVAS160,PUT,R$ 160.00,16/07/2027,23.8%,111,-15.78
BOVAJ48,CALL,R$ 163.00,16/10/2026,15.7%,105,47
BOVAS14,PUT,R$ 142.00,16/07/2027,26.5%,104,-6.09
BOVAL26,CALL,R$ 126.00,18/12/2026,0.0%,103,11.02
BOVAU175,PUT,R$ 175.00,17/09/2027,25.5%,103,3.57
BOVAL400,CALL,R$ 40.00,18/12/2026,0.0%,102,21.52
BOVAW89,PUT,R$ 171.00,19/11/2027,26.7%,102,12.77
BOVAX400,PUT,R$ 40.00,18/12/2026,50.4%,101,-93.1
BOVAJ50,CALL,R$ 50.00,16/10/2026,0.0%,101,44.06
BOVAJ149,CALL,R$ 149.00,16/10/2026,12.1%,101,2.2
BOVAS29,PUT,R$ 174.00,17/07/2026,20.5%,101,-3.13
BOVAO795,PUT,R$ 79.50,20/03/2026,48.0%,100,0
BOVAO805,PUT,R$ 80.50,20/03/2026,47.2%,100,0
BOVAV123,PUT,R$ 123.00,16/10/2026,24.3%,100,0
BOVAL122,CALL,R$ 124.00,18/12/2026,0.0%,100,37.67
BOVAO2,PUT,R$ 130.00,19/03/2027,30.3%,100,0
BOVAN146W1,PUT,R$ 146.00,06/02/2026,24.2%,100,0
BOVAB156W4,CALL,R$ 156.00,27/02/2026,15.3%,100,0
BOVAW76,PUT,R$ 158.00,19/11/2027,26.3%,100,0
BOVAU161,PUT,R$ 161.00,17/09/2027,20.4%,100,-68.03
BOVAW80,PUT,R$ 162.00,19/11/2027,26.4%,100,0
BOVAI165,CALL,R$ 165.00,17/09/2027,0.0%,100,0
BOVAA171W5,CALL,R$ 171.00,30/01/2026,17.7%,100,0
BOVAW201,PUT,R$ 182.00,19/11/2027,26.2%,100,-6.63
BOVAB139W1,CALL,R$ 139.00,06/02/2026,0.0%,96,0
BOVAJ124,CALL,R$ 124.00,16/10/2026,0.0%,87,8.62
BOVAI151,CALL,R$ 151.00,17/09/2027,0.0%,83,8.38
BOVAU28,PUT,R$ 149.00,17/09/2027,25.5%,82,-10
BOVAA149W5,CALL,R$ 149.00,30/01/2026,0.0%,80,0
BOVAU177,PUT,R$ 177.00,17/09/2027,25.1%,80,0.08
BOVAG183,CALL,R$ 183.00,16/07/2027,13.1%,79,15.89
BOVAI29,CALL,R$ 150.00,17/09/2027,0.0%,66,0
BOVAG165,CALL,R$ 165.00,16/07/2027,0.0%,60,11.11
BOVAW49,PUT,R$ 134.00,19/11/2027,27.6%,56,0
BOVAW52,PUT,R$ 136.00,19/11/2027,27.7%,55,0
BOVAO215,PUT,R$ 215.00,20/03/2026,39.6%,51,0
BOVAI1,CALL,R$ 110.00,18/09/2026,0.0%,50,38.88
BOVAD111,CALL,R$ 111.00,17/04/2026,0.0%,50,0
BOVAK115,CALL,R$ 115.00,19/11/2026,0.0%,50,0
BOVAU168,PUT,R$ 168.00,17/09/2027,24.1%,50,-34
BOVAW92,PUT,R$ 174.00,19/11/2027,25.2%,50,-6.8
BOVAS187,PUT,R$ 187.00,16/07/2027,26.6%,50,0
BOVAK189,CALL,R$ 190.00,19/11/2026,19.0%,50,0
BOVAM14,PUT,R$ 140.00,15/01/2027,31.1%,49,2.22
BOVAI153,CALL,R$ 153.00,17/09/2027,0.0%,45,0
BOVAI154,CALL,R$ 154.00,17/09/2027,0.0%,45,14.7
BOVAW66,PUT,R$ 149.00,19/11/2027,26.2%,44,0
BOVAS152,PUT,R$ 152.00,17/07/2026,17.5%,40,-42.49
BOVAB160W4,CALL,R$ 160.00,27/02/2026,14.0%,40,0
BOVAS175,PUT,R$ 175.00,16/07/2027,26.1%,40,0
BOVAS9,PUT,R$ 143.00,16/07/2027,25.1%,39,-35.23
BOVAQ134,PUT,R$ 134.00,15/05/2026,29.4%,36,0
BOVAK71,CALL,R$ 153.00,19/11/2027,0.0%,36,1.29
BOVAB162W4,CALL,R$ 162.00,27/02/2026,14.1%,30,64.33
BOVAK51,CALL,R$ 135.00,19/11/2027,0.0%,25,1.92
BOVAU20,PUT,R$ 141.00,17/09/2027,25.7%,25,-9.21
BOVAA3,CALL,R$ 145.00,15/01/2027,0.0%,25,0
BOVAL144,CALL,R$ 144.00,18/12/2026,0.0%,22,9.06
BOVAO13,PUT,R$ 135.00,19/03/2027,30.1%,21,94.5
BOVAK49,CALL,R$ 134.00,19/11/2027,0.0%,20,1.91
BOVAK52,CALL,R$ 136.00,19/11/2027,0.0%,20,0.02
BOVAI28,CALL,R$ 149.00,17/09/2027,0.0%,20,2.51
BOVAG25,CALL,R$ 152.00,16/07/2027,0.0%,20,0
BOVAB15,CALL,R$ 155.00,19/02/2027,14.0%,20,16.18
BOVAX168,PUT,R$ 168.00,18/12/2026,25.8%,20,0
BOVAW94,PUT,R$ 176.00,19/11/2027,27.7%,20,-19.44
BOVAK209,CALL,R$ 189.00,19/11/2027,10.4%,20,-13.33
BOVAI17,CALL,R$ 130.00,17/09/2027,0.0%,19,1.76
BOVAU152,PUT,R$ 152.00,17/09/2027,25.8%,17,0
BOVAK69,CALL,R$ 152.00,19/11/2027,0.0%,16,0
BOVAK53,CALL,R$ 137.00,19/11/2027,0.0%,15,0.66
BOVAK54,CALL,R$ 138.00,19/11/2027,0.0%,15,-1.94
BOVAW95,PUT,R$ 177.00,19/11/2027,25.2%,15,-18.4
BOVAK81,CALL,R$ 163.00,19/11/2027,0.0%,14,14.28
BOVAO14,PUT,R$ 140.00,19/03/2027,26.6%,13,0
BOVAK97,CALL,R$ 179.00,19/11/2027,0.0%,13,19.1
BOVAO12,PUT,R$ 125.00,19/03/2027,28.2%,11,0
BOVAM2,PUT,R$ 130.00,15/01/2027,28.6%,11,0
BOVAR132,PUT,R$ 132.00,19/06/2026,25.2%,11,17.18
BOVAP151,PUT,R$ 151.00,17/04/2026,19.8%,11,-4.34
BOVAS165,PUT,R$ 165.00,16/07/2027,26.1%,11,0
BOVAD167,CALL,R$ 167.00,17/04/2026,12.7%,11,2.04
BOVAP830,PUT,R$ 83.00,17/04/2026,48.4%,10,-50
BOVAW120,PUT,R$ 120.00,19/11/2026,28.4%,10,0
BOVAK47,CALL,R$ 132.00,19/11/2027,0.0%,10,1.94
BOVAK134,CALL,R$ 134.00,19/11/2026,0.0%,10,10.95
BOVAN14,PUT,R$ 140.00,19/02/2027,27.7%,10,0
BOVAV143,PUT,R$ 143.00,16/10/2026,22.2%,10,140.43
BOVAI24,CALL,R$ 145.00,17/09/2027,0.0%,10,0
BOVAR147,PUT,R$ 147.00,19/06/2026,21.6%,10,9.28
BOVAM182W4,PUT,R$ 182.00,23/01/2026,35.3%,10,-6.9
BOVAO245,PUT,R$ 245.00,20/03/2026,54.3%,10,0
BOVAL300,CALL,R$ 30.00,18/12/2026,0.0%,9,-1.53
BOVAB980,CALL,R$ 98.00,20/02/2026,0.0%,9,6.65
BOVAK58,CALL,R$ 141.00,19/11/2027,0.0%,9,0
BOVAK94,CALL,R$ 176.00,19/11/2027,0.0%,9,-3.11
BOVAL200,CALL,R$ 20.00,18/12/2026,0.0%,8,24.65
BOVAK198,CALL,R$ 181.00,19/11/2027,7.5%,8,13.77
BOVAO182,PUT,R$ 182.00,20/03/2026,21.2%,8,0
BOVAK110,CALL,R$ 110.00,19/11/2026,0.0%,7,6.45
BOVAU23,PUT,R$ 144.00,17/09/2027,26.8%,7,-23.58
BOVAF700,CALL,R$ 70.00,19/06/2026,0.0%,6,-1.5
BOVAB895,CALL,R$ 89.50,20/02/2026,0.0%,6,0
BOVAC2,CALL,R$ 130.00,19/03/2027,0.0%,6,0
BOVAI121,CALL,R$ 121.00,17/09/2027,0.0%,5,0
BOVAI122,CALL,R$ 122.00,17/09/2027,0.0%,5,0
BOVAI123,CALL,R$ 123.00,17/09/2027,0.0%,5,0
BOVAI9,CALL,R$ 124.00,17/09/2027,0.0%,5,0
BOVAI13,CALL,R$ 126.00,17/09/2027,0.0%,5,0
BOVAI14,CALL,R$ 127.00,17/09/2027,0.0%,5,0
BOVAI15,CALL,R$ 128.00,17/09/2027,0.0%,5,0
BOVAI16,CALL,R$ 129.00,17/09/2027,0.0%,5,0
BOVAK48,CALL,R$ 133.00,19/11/2027,0.0%,5,0
BOVAI139,CALL,R$ 139.00,17/09/2027,0.0%,5,0
BOVAK56,CALL,R$ 139.00,19/11/2027,0.0%,5,0
BOVAU162,PUT,R$ 162.00,17/09/2027,25.2%,5,-42.74
BOVAU164,PUT,R$ 164.00,17/09/2027,20.8%,5,-64.09
BOVAU169,PUT,R$ 169.00,17/09/2027,24.8%,5,-28.75
BOVAU171,PUT,R$ 171.00,17/09/2027,25.1%,5,-22.94
BOVAU172,PUT,R$ 172.00,17/09/2027,25.1%,5,-20.95
BOVAW90,PUT,R$ 172.00,19/11/2027,25.2%,5,-25.97
BOVAW97,PUT,R$ 179.00,19/11/2027,25.2%,5,-14.93
BOVAW198,PUT,R$ 181.00,19/11/2027,25.2%,5,-19.82
BOVAT110,PUT,R$ 110.00,21/08/2026,26.6%,4,-10.52
BOVAB14,CALL,R$ 140.00,19/02/2027,0.0%,4,0
BOVAD1,CALL,R$ 153.00,17/04/2026,11.8%,4,-3.7
BOVAV146,PUT,R$ 146.00,16/10/2026,24.6%,3,-26.44
BOVAI149,CALL,R$ 149.00,18/09/2026,0.0%,3,12.08
BOVAK72,CALL,R$ 154.00,19/11/2027,0.0%,3,0.52
BOVAD155,CALL,R$ 155.00,16/04/2027,10.5%,3,0
BOVAW163,PUT,R$ 163.00,19/11/2026,24.7%,3,0
BOVAF200,CALL,R$ 20.00,19/06/2026,0.0%,2,26.32
BOVAJ60,CALL,R$ 60.00,16/10/2026,0.0%,2,19.51
BOVAP103,PUT,R$ 103.00,17/04/2026,35.3%,2,100
BOVAP114,PUT,R$ 114.00,17/04/2026,30.3%,2,-25
BOVAP117,PUT,R$ 117.00,17/04/2026,29.2%,2,-20
BOVAD126,CALL,R$ 126.00,17/04/2026,0.0%,2,0
BOVAT131,PUT,R$ 131.00,21/08/2026,20.9%,2,-60
BOVAU18,PUT,R$ 135.00,17/09/2027,27.8%,2,0
BOVAS7,PUT,R$ 138.00,16/07/2027,25.6%,2,-43.28
BOVAK43,CALL,R$ 139.00,19/11/2026,0.0%,2,2.16
BOVAG144,CALL,R$ 144.00,17/07/2026,8.3%,2,2.78
BOVAH1,CALL,R$ 149.00,21/08/2026,0.0%,2,0
BOVAK74,CALL,R$ 156.00,19/11/2027,0.0%,2,10
BOVAV44,PUT,R$ 157.00,16/10/2026,24.6%,2,-5
BOVAK163,CALL,R$ 163.00,19/11/2026,15.6%,2,0
BOVAK95,CALL,R$ 177.00,19/11/2027,0.0%,2,16.78
BOVAW181,PUT,R$ 181.00,19/11/2026,25.4%,2,-5.12
BOVAW189,PUT,R$ 190.00,19/11/2026,26.1%,2,0
BOVAK212,CALL,R$ 191.00,19/11/2027,20.4%,2,0
BOVAK195,CALL,R$ 195.00,19/11/2026,17.3%,2,7.43
BOVAF225,CALL,R$ 225.00,19/06/2026,20.1%,2,6.66
BOVAX300,PUT,R$ 30.00,18/12/2026,67.3%,1,0
BOVAN600,PUT,R$ 60.00,20/02/2026,104.1%,1,0
BOVAO685,PUT,R$ 68.50,20/03/2026,71.1%,1,0
BOVAC695,CALL,R$ 69.50,20/03/2026,0.0%,1,0
BOVAD700,CALL,R$ 70.00,17/04/2026,0.0%,1,0
BOVAO710,PUT,R$ 71.00,20/03/2026,68.4%,1,0
BOVAP710,PUT,R$ 71.00,17/04/2026,57.5%,1,0
BOVAO720,PUT,R$ 72.00,20/03/2026,67.3%,1,0
BOVAP720,PUT,R$ 72.00,17/04/2026,56.6%,1,0
BOVAO730,PUT,R$ 73.00,20/03/2026,66.3%,1,0
BOVAP730,PUT,R$ 73.00,17/04/2026,55.8%,1,0
BOVAO740,PUT,R$ 74.00,20/03/2026,65.1%,1,0
BOVAP740,PUT,R$ 74.00,17/04/2026,54.9%,1,0
BOVAP750,PUT,R$ 75.00,17/04/2026,54.0%,1,0
BOVAP760,PUT,R$ 76.00,17/04/2026,53.1%,1,0
BOVAO770,PUT,R$ 77.00,20/03/2026,62.1%,1,0
BOVAP770,PUT,R$ 77.00,17/04/2026,52.3%,1,0
BOVAP780,PUT,R$ 78.00,17/04/2026,54.8%,1,0
BOVAP790,PUT,R$ 79.00,17/04/2026,53.9%,1,0
BOVAO810,PUT,R$ 81.00,20/03/2026,58.1%,1,0
BOVAP810,PUT,R$ 81.00,17/04/2026,52.3%,1,0
BOVAP820,PUT,R$ 82.00,17/04/2026,51.4%,1,0
BOVAP840,PUT,R$ 84.00,17/04/2026,49.8%,1,0
BOVAO860,PUT,R$ 86.00,20/03/2026,53.6%,1,0
BOVAP860,PUT,R$ 86.00,17/04/2026,48.2%,1,0
BOVAO870,PUT,R$ 87.00,20/03/2026,52.6%,1,0
BOVAO880,PUT,R$ 88.00,20/03/2026,51.8%,1,0
BOVAP880,PUT,R$ 88.00,17/04/2026,43.8%,1,0
BOVAO910,PUT,R$ 91.00,20/03/2026,52.5%,1,0
BOVAO920,PUT,R$ 92.00,20/03/2026,48.4%,1,0
BOVAO930,PUT,R$ 93.00,20/03/2026,50.7%,1,0
BOVAP101,PUT,R$ 101.00,17/04/2026,37.0%,1,100
BOVAP106,PUT,R$ 106.00,17/04/2026,33.9%,1,0
BOVAP109,PUT,R$ 109.00,17/04/2026,32.0%,1,0
BOVAP111,PUT,R$ 111.00,17/04/2026,32.1%,1,0
BOVAP113,PUT,R$ 113.00,17/04/2026,30.8%,1,0
BOVAH115,CALL,R$ 115.00,21/08/2026,0.0%,1,8.91
BOVAW1,PUT,R$ 116.00,19/11/2026,21.7%,1,0
BOVAD124,CALL,R$ 124.00,17/04/2026,0.0%,1,5.65
BOVAO126,PUT,R$ 126.00,20/03/2026,28.4%,1,-98
BOVAI126,CALL,R$ 126.00,18/09/2026,0.0%,1,0
BOVAK45,CALL,R$ 130.00,19/11/2027,0.0%,1,0
BOVAK46,CALL,R$ 131.00,19/11/2027,0.0%,1,0
BOVAG3,CALL,R$ 134.00,16/07/2027,0.0%,1,5.27
BOVAJ6,CALL,R$ 135.00,16/10/2026,0.0%,1,0
BOVAF13,CALL,R$ 135.00,18/06/2027,23.0%,1,0
BOVAF136,CALL,R$ 136.00,19/06/2026,0.0%,1,72.52
BOVAR136,PUT,R$ 136.00,19/06/2026,20.2%,1,0
BOVAG136,CALL,R$ 136.00,17/07/2026,0.0%,1,-4.79
BOVAT136,PUT,R$ 136.00,21/08/2026,21.5%,1,0
BOVAL137,CALL,R$ 137.00,18/12/2026,0.0%,1,0
BOVAR138,PUT,R$ 138.00,19/06/2026,21.3%,1,0
BOVAA14,CALL,R$ 140.00,15/01/2027,0.0%,1,58.54
BOVAJ141,CALL,R$ 141.00,16/10/2026,0.0%,1,26.2
BOVAW141,PUT,R$ 141.00,19/11/2026,26.1%,1,-7.2
BOVAI20,CALL,R$ 141.00,17/09/2027,0.0%,1,0
BOVAP146,PUT,R$ 146.00,17/04/2026,20.1%,1,0
BOVAV147,PUT,R$ 147.00,16/10/2026,25.1%,1,-17.67
BOVAV149,PUT,R$ 149.00,16/10/2026,24.4%,1,0
BOVAK149,CALL,R$ 149.00,19/11/2026,11.9%,1,1.73
BOVAG153,CALL,R$ 153.00,17/07/2026,8.0%,1,71.94
BOVAN156W2,PUT,R$ 156.00,13/02/2026,19.0%,1,22.91
BOVAI157,CALL,R$ 157.00,17/09/2027,0.0%,1,0
BOVAV43,PUT,R$ 158.00,16/10/2026,28.5%,1,0
BOVAK76,CALL,R$ 158.00,19/11/2027,0.0%,1,3.03
BOVAV46,PUT,R$ 161.00,16/10/2026,24.0%,1,0
BOVAV48,PUT,R$ 163.00,16/10/2026,24.0%,1,0
BOVAQ174,PUT,R$ 174.00,15/05/2026,19.1%,1,0
BOVAT175,PUT,R$ 175.00,21/08/2026,21.9%,1,0
BOVAW37,PUT,R$ 175.00,19/11/2026,26.0%,1,0
BOVAP176,PUT,R$ 176.00,17/04/2026,19.2%,1,0
BOVAP179,PUT,R$ 179.00,17/04/2026,19.1%,1,-18.07
BOVAV184,PUT,R$ 184.00,16/10/2026,24.2%,1,0
BOVAK203,CALL,R$ 184.00,19/11/2027,9.3%,1,0
BOVAV37,PUT,R$ 185.00,16/10/2026,24.2%,1,0
BOVAR200,PUT,R$ 20.00,19/06/2026,0.0%,0,0
BOVAR300,PUT,R$ 30.00,19/06/2026,0.0%,0,0
BOVAN590,PUT,R$ 59.00,20/02/2026,0.0%,0,0
BOVAV60,PUT,R$ 60.00,16/10/2026,0.0%,0,0
BOVAB610,CALL,R$ 61.00,20/02/2026,0.0%,0,0
BOVAN610,PUT,R$ 61.00,20/02/2026,0.0%,0,0
BOVAB620,CALL,R$ 62.00,20/02/2026,0.0%,0,0
BOVAN620,PUT,R$ 62.00,20/02/2026,0.0%,0,0
BOVAB630,CALL,R$ 63.00,20/02/2026,0.0%,0,0
BOVAN630,PUT,R$ 63.00,20/02/2026,0.0%,0,0
BOVAB640,CALL,R$ 64.00,20/02/2026,0.0%,0,0
BOVAN640,PUT,R$ 64.00,20/02/2026,0.0%,0,0
BOVAN650,PUT,R$ 65.00,20/02/2026,0.0%,0,0
BOVAB660,CALL,R$ 66.00,20/02/2026,0.0%,0,0
BOVAN660,PUT,R$ 66.00,20/02/2026,0.0%,0,0
BOVAB670,CALL,R$ 67.00,20/02/2026,0.0%,0,0
BOVAN670,PUT,R$ 67.00,20/02/2026,0.0%,0,0
BOVAB680,CALL,R$ 68.00,20/02/2026,0.0%,0,0
BOVAN680,PUT,R$ 68.00,20/02/2026,0.0%,0,0
BOVAN690,PUT,R$ 69.00,20/02/2026,0.0%,0,0
BOVAO695,PUT,R$ 69.50,20/03/2026,0.0%,0,0
BOVAC705,CALL,R$ 70.50,20/03/2026,0.0%,0,0
BOVAO705,PUT,R$ 70.50,20/03/2026,0.0%,0,0
BOVAN710,PUT,R$ 71.00,20/02/2026,0.0%,0,0
BOVAC710,CALL,R$ 71.00,20/03/2026,0.0%,0,0
BOVAD710,CALL,R$ 71.00,17/04/2026,0.0%,0,0
BOVAE710,CALL,R$ 71.00,15/05/2026,0.0%,0,0
BOVAQ710,PUT,R$ 71.00,15/05/2026,0.0%,0,0
BOVAC715,CALL,R$ 71.50,20/03/2026,0.0%,0,0
BOVAO715,PUT,R$ 71.50,20/03/2026,0.0%,0,0
BOVAN720,PUT,R$ 72.00,20/02/2026,0.0%,0,0
BOVAC720,CALL,R$ 72.00,20/03/2026,0.0%,0,0
BOVAD720,CALL,R$ 72.00,17/04/2026,0.0%,0,0
BOVAE720,CALL,R$ 72.00,15/05/2026,0.0%,0,0
BOVAQ720,PUT,R$ 72.00,15/05/2026,0.0%,0,0
BOVAC725,CALL,R$ 72.50,20/03/2026,0.0%,0,0
BOVAO725,PUT,R$ 72.50,20/03/2026,0.0%,0,0
BOVAB730,CALL,R$ 73.00,20/02/2026,0.0%,0,0
BOVAN730,PUT,R$ 73.00,20/02/2026,0.0%,0,0
BOVAC730,CALL,R$ 73.00,20/03/2026,0.0%,0,0
BOVAD730,CALL,R$ 73.00,17/04/2026,0.0%,0,0
BOVAE730,CALL,R$ 73.00,15/05/2026,0.0%,0,0
BOVAQ730,PUT,R$ 73.00,15/05/2026,0.0%,0,0
BOVAC735,CALL,R$ 73.50,20/03/2026,0.0%,0,0
BOVAO735,PUT,R$ 73.50,20/03/2026,0.0%,0,0
BOVAB740,CALL,R$ 74.00,20/02/2026,0.0%,0,0
BOVAC740,CALL,R$ 74.00,20/03/2026,0.0%,0,0
BOVAD740,CALL,R$ 74.00,17/04/2026,0.0%,0,0
BOVAE740,CALL,R$ 74.00,15/05/2026,0.0%,0,0
BOVAQ740,PUT,R$ 74.00,15/05/2026,0.0%,0,0
BOVAC745,CALL,R$ 74.50,20/03/2026,0.0%,0,0
BOVAO745,PUT,R$ 74.50,20/03/2026,0.0%,0,0
BOVAB750,CALL,R$ 75.00,20/02/2026,0.0%,0,0
BOVAC750,CALL,R$ 75.00,20/03/2026,0.0%,0,0
BOVAD750,CALL,R$ 75.00,17/04/2026,0.0%,0,0
BOVAE750,CALL,R$ 75.00,15/05/2026,0.0%,0,0
BOVAQ750,PUT,R$ 75.00,15/05/2026,0.0%,0,0
BOVAC755,CALL,R$ 75.50,20/03/2026,0.0%,0,0
BOVAO755,PUT,R$ 75.50,20/03/2026,0.0%,0,0
BOVAC760,CALL,R$ 76.00,20/03/2026,0.0%,0,0
BOVAD760,CALL,R$ 76.00,17/04/2026,0.0%,0,0
BOVAE760,CALL,R$ 76.00,15/05/2026,0.0%,0,0
BOVAQ760,PUT,R$ 76.00,15/05/2026,0.0%,0,0
BOVAC765,CALL,R$ 76.50,20/03/2026,0.0%,0,0
BOVAO765,PUT,R$ 76.50,20/03/2026,0.0%,0,0
BOVAC770,CALL,R$ 77.00,20/03/2026,0.0%,0,0
BOVAD770,CALL,R$ 77.00,17/04/2026,0.0%,0,0
BOVAE770,CALL,R$ 77.00,15/05/2026,0.0%,0,0
BOVAQ770,PUT,R$ 77.00,15/05/2026,0.0%,0,0
BOVAC775,CALL,R$ 77.50,20/03/2026,0.0%,0,0
BOVAO775,PUT,R$ 77.50,20/03/2026,0.0%,0,0
BOVAN780,PUT,R$ 78.00,20/02/2026,0.0%,0,0
BOVAC780,CALL,R$ 78.00,20/03/2026,0.0%,0,0
BOVAE780,CALL,R$ 78.00,15/05/2026,0.0%,0,0
BOVAQ780,PUT,R$ 78.00,15/05/2026,0.0%,0,0
BOVAC785,CALL,R$ 78.50,20/03/2026,0.0%,0,0
BOVAO785,PUT,R$ 78.50,20/03/2026,0.0%,0,0
BOVAN790,PUT,R$ 79.00,20/02/2026,0.0%,0,0
BOVAC790,CALL,R$ 79.00,20/03/2026,0.0%,0,0
BOVAD790,CALL,R$ 79.00,17/04/2026,0.0%,0,0
BOVAE790,CALL,R$ 79.00,15/05/2026,0.0%,0,0
BOVAQ790,PUT,R$ 79.00,15/05/2026,0.0%,0,0
BOVAC795,CALL,R$ 79.50,20/03/2026,0.0%,0,0
BOVAE800,CALL,R$ 80.00,15/05/2026,0.0%,0,0
BOVAQ800,PUT,R$ 80.00,15/05/2026,0.0%,0,0
BOVAF800,CALL,R$ 80.00,19/06/2026,0.0%,0,5.59
BOVAC805,CALL,R$ 80.50,20/03/2026,0.0%,0,0
BOVAN810,PUT,R$ 81.00,20/02/2026,49.0%,0,0
BOVAC810,CALL,R$ 81.00,20/03/2026,0.0%,0,0
BOVAD810,CALL,R$ 81.00,17/04/2026,0.0%,0,0
BOVAE810,CALL,R$ 81.00,15/05/2026,0.0%,0,0
BOVAQ810,PUT,R$ 81.00,15/05/2026,0.0%,0,0
BOVAC815,CALL,R$ 81.50,20/03/2026,0.0%,0,0
BOVAO815,PUT,R$ 81.50,20/03/2026,0.0%,0,0
BOVAB820,CALL,R$ 82.00,20/02/2026,0.0%,0,0
BOVAN820,PUT,R$ 82.00,20/02/2026,0.0%,0,0
BOVAC820,CALL,R$ 82.00,20/03/2026,0.0%,0,0
BOVAD820,CALL,R$ 82.00,17/04/2026,0.0%,0,0
BOVAE820,CALL,R$ 82.00,15/05/2026,0.0%,0,0
BOVAQ820,PUT,R$ 82.00,15/05/2026,0.0%,0,0
BOVAN825,PUT,R$ 82.50,20/02/2026,0.0%,0,0
BOVAC825,CALL,R$ 82.50,20/03/2026,0.0%,0,0
BOVAO825,PUT,R$ 82.50,20/03/2026,0.0%,0,0
BOVAB830,CALL,R$ 83.00,20/02/2026,0.0%,0,0
BOVAN830,PUT,R$ 83.00,20/02/2026,0.0%,0,0
BOVAC830,CALL,R$ 83.00,20/03/2026,0.0%,0,0
BOVAD830,CALL,R$ 83.00,17/04/2026,0.0%,0,0
BOVAE830,CALL,R$ 83.00,15/05/2026,0.0%,0,0
BOVAQ830,PUT,R$ 83.00,15/05/2026,0.0%,0,0
BOVAB835,CALL,R$ 83.50,20/02/2026,0.0%,0,0
BOVAN835,PUT,R$ 83.50,20/02/2026,0.0%,0,0
BOVAC835,CALL,R$ 83.50,20/03/2026,0.0%,0,0
BOVAO835,PUT,R$ 83.50,20/03/2026,0.0%,0,0
BOVAB840,CALL,R$ 84.00,20/02/2026,0.0%,0,0
BOVAC840,CALL,R$ 84.00,20/03/2026,0.0%,0,0
BOVAD840,CALL,R$ 84.00,17/04/2026,0.0%,0,0
BOVAE840,CALL,R$ 84.00,15/05/2026,0.0%,0,0
BOVAQ840,PUT,R$ 84.00,15/05/2026,0.0%,0,0
BOVAB845,CALL,R$ 84.50,20/02/2026,0.0%,0,0
BOVAN845,PUT,R$ 84.50,20/02/2026,0.0%,0,0
BOVAC845,CALL,R$ 84.50,20/03/2026,0.0%,0,0
BOVAO845,PUT,R$ 84.50,20/03/2026,0.0%,0,0
BOVAC850,CALL,R$ 85.00,20/03/2026,0.0%,0,0
BOVAD850,CALL,R$ 85.00,17/04/2026,0.0%,0,0
BOVAE850,CALL,R$ 85.00,15/05/2026,0.0%,0,0
BOVAQ850,PUT,R$ 85.00,15/05/2026,0.0%,0,0
BOVAB855,CALL,R$ 85.50,20/02/2026,0.0%,0,0
BOVAN855,PUT,R$ 85.50,20/02/2026,0.0%,0,0
BOVAC855,CALL,R$ 85.50,20/03/2026,0.0%,0,0
BOVAO855,PUT,R$ 85.50,20/03/2026,0.0%,0,0
BOVAB860,CALL,R$ 86.00,20/02/2026,0.0%,0,0
BOVAC860,CALL,R$ 86.00,20/03/2026,0.0%,0,0
BOVAD860,CALL,R$ 86.00,17/04/2026,0.0%,0,0
BOVAE860,CALL,R$ 86.00,15/05/2026,0.0%,0,0
BOVAQ860,PUT,R$ 86.00,15/05/2026,0.0%,0,0
BOVAB865,CALL,R$ 86.50,20/02/2026,0.0%,0,0
BOVAN865,PUT,R$ 86.50,20/02/2026,0.0%,0,0
BOVAC865,CALL,R$ 86.50,20/03/2026,0.0%,0,0
BOVAO865,PUT,R$ 86.50,20/03/2026,0.0%,0,0
BOVAN870,PUT,R$ 87.00,20/02/2026,0.0%,0,0
BOVAC870,CALL,R$ 87.00,20/03/2026,0.0%,0,0
BOVAD870,CALL,R$ 87.00,17/04/2026,0.0%,0,0
BOVAE870,CALL,R$ 87.00,15/05/2026,0.0%,0,0
BOVAQ870,PUT,R$ 87.00,15/05/2026,0.0%,0,0
BOVAN875,PUT,R$ 87.50,20/02/2026,0.0%,0,0
BOVAC875,CALL,R$ 87.50,20/03/2026,0.0%,0,0
BOVAO875,PUT,R$ 87.50,20/03/2026,0.0%,0,0
BOVAB880,CALL,R$ 88.00,20/02/2026,0.0%,0,0
BOVAC880,CALL,R$ 88.00,20/03/2026,0.0%,0,0
BOVAD880,CALL,R$ 88.00,17/04/2026,0.0%,0,0
BOVAE880,CALL,R$ 88.00,15/05/2026,0.0%,0,0
BOVAQ880,PUT,R$ 88.00,15/05/2026,0.0%,0,0
BOVAN885,PUT,R$ 88.50,20/02/2026,0.0%,0,0
BOVAC885,CALL,R$ 88.50,20/03/2026,0.0%,0,0
BOVAO885,PUT,R$ 88.50,20/03/2026,0.0%,0,0
