ticker,type,strike,expiry,iv,open_interest,market_price
BOVAB875,CALL,R$ 87.50,20/02/2026,0.0%,5000,0
BOVAN130W2,PUT,R$ 130.00,13/02/2026,29.6%,5000,0
BOVAM134W5,PUT,R$ 134.00,30/01/2026,33.8%,5000,0
BOVAB137W1,CALL,R$ 137.00,06/02/2026,0.0%,5000,0
BOVAB141W1,CALL,R$ 141.00,06/02/2026,0.0%,5000,0
BOVAW151,PUT,R$ 151.00,19/11/2026,25.9%,5000,6.06
BOVAB170W1,CALL,R$ 170.00,06/02/2026,15.7%,5000,0
BOVAN173W1,PUT,R$ 173.00,06/02/2026,19.6%,5000,0
BOVAM175W4,PUT,R$ 175.00,23/01/2026,28.2%,5000,0
BOVAA175W5,CALL,R$ 175.00,30/01/2026,21.0%,5000,0
BOVAN177W1,PUT,R$ 177.00,06/02/2026,23.0%,5000,0
BOVAM178W4,PUT,R$ 178.00,23/01/2026,35.1%,5000,0
BOVAN178W1,PUT,R$ 178.00,06/02/2026,24.1%,5000,0
BOVAM181W5,PUT,R$ 181.00,30/01/2026,30.9%,5000,0
BOVAD230,CALL,R$ 230.00,17/04/2026,25.6%,5000,-44.44
BOVAC255,CALL,R$ 255.00,20/03/2026,33.8%,5000,-50
BOVAA159W5,CALL,R$ 159.00,30/01/2026,15.6%,4838,0
BOVAH152,CALL,R$ 152.00,21/08/2026,0.0%,4775,29.5
BOVAW140,PUT,R$ 140.00,19/11/2026,25.6%,4685,-0.99
BOVAB155W1,CALL,R$ 155.00,06/02/2026,13.8%,4604,3.7
BOVAX129,PUT,R$ 129.00,18/12/2026,27.8%,4598,-1.52
BOVAR148,PUT,R$ 148.00,19/06/2026,20.6%,4577,-12.8
BOVAR146,PUT,R$ 146.00,19/06/2026,21.2%,4555,-5.71
BOVAO199,PUT,R$ 199.00,20/03/2026,30.5%,4532,0
BOVAE128,CALL,R$ 128.00,15/05/2026,0.0%,4529,14.39
BOVAU30,PUT,R$ 162.00,18/09/2026,23.0%,4501,-14.89
BOVAR152,PUT,R$ 152.00,19/06/2026,21.9%,4499,1.76
BOVAV16,PUT,R$ 160.00,16/10/2026,24.6%,4418,57.45
BOVAB146W4,CALL,R$ 146.00,27/02/2026,0.0%,4415,7.83
BOVAB168W1,CALL,R$ 168.00,06/02/2026,15.0%,4400,0
BOVAF151,CALL,R$ 151.00,19/06/2026,0.0%,4330,7.89
BOVAX171,PUT,R$ 171.00,18/12/2026,25.8%,4302,387.5
BOVAI140,CALL,R$ 140.00,18/09/2026,0.0%,4274,8.8
BOVAP153,PUT,R$ 154.00,17/04/2026,17.9%,4232,-6.25
BOVAP1,PUT,R$ 153.00,17/04/2026,18.9%,4202,-15.44
BOVAO186,PUT,R$ 188.00,20/03/2026,24.3%,4200,0
BOVAB920,CALL,R$ 92.00,20/02/2026,0.0%,4197,0.78
BOVAS131,PUT,R$ 131.00,17/07/2026,24.8%,4189,14.28
BOVAQ132,PUT,R$ 132.00,15/05/2026,23.8%,4120,-42.5
BOVAI129,CALL,R$ 129.00,18/09/2026,0.0%,4103,-11.33
BOVAG132,CALL,R$ 132.00,17/07/2026,0.0%,4001,5.99
BOVAG149,CALL,R$ 149.00,17/07/2026,0.0%,4001,9.2
BOVAJ43,CALL,R$ 158.00,16/10/2026,14.6%,4001,7.7
BOVAP125,PUT,R$ 125.00,17/04/2026,27.5%,4000,0
BOVAN147W1,PUT,R$ 147.00,06/02/2026,23.6%,4000,-57.14
BOVAH180,CALL,R$ 180.00,21/08/2026,15.9%,4000,7.11
BOVAP186,PUT,R$ 186.00,17/04/2026,24.7%,4000,0
BOVAI147,CALL,R$ 147.00,18/09/2026,0.0%,3999,15.46
BOVAK67,CALL,R$ 150.00,19/11/2027,0.0%,3965,-2.01
BOVAB885,CALL,R$ 88.50,20/02/2026,0.0%,3931,0
BOVAO205,PUT,R$ 205.00,20/03/2026,34.2%,3907,-4.11
BOVAS133,PUT,R$ 133.00,17/07/2026,24.5%,3904,-17.14
BOVAR137,PUT,R$ 137.00,19/06/2026,23.3%,3900,-19.76
BOVAI128,CALL,R$ 128.00,18/09/2026,0.0%,3899,-13.1
BOVAF400,CALL,R$ 40.00,19/06/2026,0.0%,3673,-1.2
BOVAW150,PUT,R$ 150.00,19/11/2026,25.4%,3650,-2.58
BOVAF300,CALL,R$ 30.00,19/06/2026,0.0%,3638,4.85
BOVAG146,CALL,R$ 146.00,17/07/2026,11.8%,3585,-1.86
BOVAW83,PUT,R$ 165.00,19/11/2027,26.4%,3583,-8
BOVAN158W1,PUT,R$ 158.00,06/02/2026,16.8%,3580,0
BOVAR110,PUT,R$ 110.00,19/06/2026,31.3%,3565,-58.33
BOVAK73,CALL,R$ 155.00,19/11/2027,0.0%,3556,-3.09
BOVAT137,PUT,R$ 137.00,21/08/2026,23.7%,3540,14.42
BOVAX50,PUT,R$ 139.00,18/12/2026,25.9%,3508,-7.45
BOVAD153,CALL,R$ 154.00,17/04/2026,12.9%,3425,8.14
BOVAB260,CALL,R$ 260.00,20/02/2026,51.9%,3400,0
BOVAO197,PUT,R$ 197.00,20/03/2026,29.4%,3377,0.03
BOVAO200,PUT,R$ 200.00,20/03/2026,31.0%,3355,0
BOVAB935,CALL,R$ 93.50,20/02/2026,0.0%,3350,0
BOVAD135,CALL,R$ 135.00,17/04/2026,0.0%,3345,0.76
BOVAL100,CALL,R$ 10.00,18/12/2026,0.0%,3329,1.47
BOVAL125,CALL,R$ 125.00,18/12/2026,0.0%,3303,3.31
BOVAG134,CALL,R$ 134.00,17/07/2026,0.0%,3301,9.9
BOVAC105,CALL,R$ 105.00,20/03/2026,0.0%,3239,0.38
BOVAD134,CALL,R$ 134.00,17/04/2026,0.0%,3201,-0.96
BOVAC106,CALL,R$ 106.00,20/03/2026,0.0%,3200,4.35
BOVAB107,CALL,R$ 107.00,20/02/2026,0.0%,3150,2.65
BOVAO123,PUT,R$ 123.00,20/03/2026,30.4%,3102,-25
BOVAT170,PUT,R$ 170.00,21/08/2026,21.7%,3073,1.43
BOVAD141,CALL,R$ 141.00,17/04/2026,0.0%,3005,-1.33
BOVAC930,CALL,R$ 93.00,20/03/2026,0.0%,3000,0
BOVAC108,CALL,R$ 108.00,20/03/2026,0.0%,3000,8.33
BOVAM130W5,PUT,R$ 130.00,30/01/2026,30.6%,3000,0
BOVAN135W2,PUT,R$ 135.00,13/02/2026,30.5%,3000,0
BOVAN141W1,PUT,R$ 141.00,06/02/2026,28.3%,3000,0
BOVAD148,CALL,R$ 148.00,17/04/2026,0.0%,3000,-3.53
BOVAP152,PUT,R$ 152.00,17/04/2026,19.6%,3000,-4.8
BOVAB166W1,CALL,R$ 166.00,06/02/2026,14.7%,3000,0
BOVAJ38,CALL,R$ 190.00,16/10/2026,15.4%,3000,-11.85
BOVAC225,CALL,R$ 225.00,20/03/2026,27.0%,3000,-25
BOVAN160W2,PUT,R$ 160.00,13/02/2026,16.0%,2970,-0.99
BOVAU129,PUT,R$ 129.00,18/09/2026,25.7%,2908,-12.85
BOVAX190,PUT,R$ 190.00,18/12/2026,26.2%,2903,-2.19
BOVAX99,PUT,R$ 99.00,18/12/2026,33.4%,2829,-30
BOVAB940,CALL,R$ 94.00,20/02/2026,0.0%,2742,0
BOVAO3,PUT,R$ 141.00,20/03/2026,22.6%,2719,0
BOVAB930,CALL,R$ 93.00,20/02/2026,0.0%,2700,5.1
BOVAU141,PUT,R$ 141.00,18/09/2026,24.4%,2700,400
BOVAR139,PUT,R$ 139.00,19/06/2026,23.1%,2662,0
BOVAH110,CALL,R$ 110.00,21/08/2026,0.0%,2655,6.18
BOVAE129,CALL,R$ 129.00,15/05/2026,0.0%,2620,18.54
BOVAD132,CALL,R$ 132.00,17/04/2026,0.0%,2610,0.21
BOVAR900,PUT,R$ 90.00,19/06/2026,40.2%,2600,-66.66
BOVAS153,PUT,R$ 153.00,17/07/2026,16.8%,2600,0
BOVAB250,CALL,R$ 250.00,20/02/2026,47.9%,2558,0
BOVAK143,CALL,R$ 143.00,19/11/2026,0.0%,2502,31.55
BOVAB142W4,CALL,R$ 142.00,27/02/2026,0.0%,2500,0
BOVAB150W4,CALL,R$ 150.00,27/02/2026,0.0%,2500,0
BOVAS20,PUT,R$ 120.00,16/07/2027,29.2%,2497,0
BOVAB153W1,CALL,R$ 153.00,06/02/2026,0.0%,2491,12.74
BOVAN183,PUT,R$ 183.00,20/02/2026,25.6%,2481,-2.81
BOVAF130,CALL,R$ 130.00,19/06/2026,0.0%,2475,1
BOVAW204,PUT,R$ 185.00,19/11/2027,27.4%,2446,13.24
BOVAO18,PUT,R$ 186.00,20/03/2026,23.3%,2350,-16.69
BOVAX48,PUT,R$ 114.00,18/12/2026,24.0%,2340,0
BOVAA145W5,CALL,R$ 145.00,30/01/2026,0.0%,2300,0
BOVAU158,PUT,R$ 158.00,17/09/2027,25.7%,2300,-10.76
BOVAS154,PUT,R$ 154.00,17/07/2026,20.4%,2290,-43.67
BOVAS130,PUT,R$ 130.00,16/07/2027,27.0%,2252,-25.94
BOVAT147,PUT,R$ 147.00,21/08/2026,21.8%,2203,2.01
BOVAF120,CALL,R$ 120.00,19/06/2026,0.0%,2201,5.43
BOVAC102,CALL,R$ 102.00,20/03/2026,0.0%,2200,-0.15
BOVAD128,CALL,R$ 128.00,17/04/2026,0.0%,2200,7.34
BOVAG29,CALL,R$ 174.00,17/07/2026,14.9%,2182,15.37
BOVAM130W4,PUT,R$ 130.00,23/01/2026,34.6%,2150,-50
BOVAN152W1,PUT,R$ 152.00,06/02/2026,19.9%,2150,0
BOVAJ134,CALL,R$ 134.00,16/10/2026,0.0%,2135,12.82
BOVAO176,PUT,R$ 176.00,20/03/2026,18.6%,2106,7.48
BOVAN210,PUT,R$ 210.00,20/02/2026,46.6%,2089,0
BOVAK37,CALL,R$ 175.00,19/11/2026,17.1%,2069,14.42
BOVAN2,PUT,R$ 158.00,19/02/2027,24.8%,2018,-9.77
BOVAO790,PUT,R$ 79.00,20/03/2026,60.1%,2001,-75
BOVAO760,PUT,R$ 76.00,20/03/2026,63.1%,2000,0
BOVAB164W4,CALL,R$ 164.00,27/02/2026,14.1%,2000,25.58
BOVAP173,PUT,R$ 173.00,17/04/2026,18.8%,2000,0
BOVAE166,CALL,R$ 166.00,15/05/2026,14.8%,1950,7.79
BOVAX147,PUT,R$ 147.00,18/12/2026,26.0%,1938,0
BOVAB158W1,CALL,R$ 158.00,06/02/2026,14.5%,1929,0
BOVAX137,PUT,R$ 137.00,18/12/2026,26.2%,1900,0
BOVAB160W1,CALL,R$ 160.00,06/02/2026,14.6%,1900,0
BOVAB160W2,CALL,R$ 160.00,13/02/2026,14.0%,1900,29.58
BOVAW108,PUT,R$ 108.00,19/11/2026,26.8%,1866,0
BOVAD113,CALL,R$ 113.00,17/04/2026,0.0%,1818,-2.85
BOVAD172,CALL,R$ 172.00,17/04/2026,14.8%,1804,-3.33
BOVAB255,CALL,R$ 255.00,20/02/2026,46.7%,1800,0
BOVAU166,PUT,R$ 166.00,17/09/2027,22.4%,1789,-43.79
BOVAO193,PUT,R$ 193.00,20/03/2026,27.2%,1733,0
BOVAV110,PUT,R$ 110.00,16/10/2026,29.8%,1711,0
BOVAO175,PUT,R$ 175.00,20/03/2026,18.3%,1685,11.7
BOVAS180,PUT,R$ 180.00,16/07/2027,26.9%,1654,-4.15
BOVAJ46,CALL,R$ 161.00,16/10/2026,15.3%,1650,0
BOVAC155,CALL,R$ 155.00,19/03/2027,12.5%,1602,0
BOVAC104,CALL,R$ 104.00,20/03/2026,0.0%,1580,2.52
BOVAA99,CALL,R$ 100.00,15/01/2027,0.0%,1575,1.77
BOVAM99,PUT,R$ 100.00,15/01/2027,40.0%,1575,-48
BOVAA7,CALL,R$ 200.00,15/01/2027,16.2%,1575,-15.37
BOVAM7,PUT,R$ 200.00,15/01/2027,19.7%,1575,-15.69
BOVAU140,PUT,R$ 140.00,18/09/2026,24.7%,1561,0
BOVAW79,PUT,R$ 161.00,19/11/2027,28.1%,1512,18.81
BOVAO187,PUT,R$ 187.00,20/03/2026,23.8%,1500,0
BOVAD138,CALL,R$ 138.00,17/04/2026,0.0%,1475,2.83
BOVAF131,CALL,R$ 131.00,19/06/2026,0.0%,1425,9.03
BOVAW96,PUT,R$ 178.00,19/11/2027,25.2%,1420,-12.97
BOVAB690,CALL,R$ 69.00,20/02/2026,0.0%,1414,-1.42
BOVAE120,CALL,R$ 120.00,15/05/2026,0.0%,1400,-3.11
BOVAE134,CALL,R$ 134.00,15/05/2026,0.0%,1400,2.72
BOVAJ146,CALL,R$ 146.00,16/10/2026,10.7%,1400,9.43
BOVAO191,PUT,R$ 191.00,20/03/2026,26.0%,1400,0
BOVAF153,CALL,R$ 153.00,19/06/2026,12.8%,1399,6.2
BOVAB146W2,CALL,R$ 146.00,13/02/2026,0.0%,1350,-6.63
BOVAX26,PUT,R$ 126.00,18/12/2026,27.0%,1301,2.24
BOVAS136,PUT,R$ 136.00,17/07/2026,23.0%,1301,-59.73
BOVAJ7,CALL,R$ 145.00,16/10/2026,10.0%,1301,20.2
BOVAN150W2,PUT,R$ 150.00,13/02/2026,20.3%,1301,7.14
BOVAD121,CALL,R$ 121.00,17/04/2026,0.0%,1300,0
BOVAX146,PUT,R$ 146.00,18/12/2026,25.5%,1270,-1.82
BOVAX121,PUT,R$ 121.00,18/12/2026,26.8%,1230,0
BOVAU26,PUT,R$ 147.00,17/09/2027,25.9%,1230,0
BOVAU155,PUT,R$ 155.00,17/09/2027,26.0%,1200,-24.84
BOVAB156W2,CALL,R$ 156.00,13/02/2026,10.5%,1200,25.95
BOVAW149,PUT,R$ 149.00,19/11/2026,24.6%,1199,6.36
BOVAX47,PUT,R$ 112.00,18/12/2026,30.2%,1190,20.48
BOVAK218,CALL,R$ 197.00,19/11/2027,12.6%,1130,3.1
BOVAL143,CALL,R$ 143.00,18/12/2026,0.0%,1119,-2.8
BOVAR133,PUT,R$ 133.00,19/06/2026,24.1%,1111,-19.23
BOVAN160W1,PUT,R$ 160.00,06/02/2026,16.2%,1106,0
BOVAN143W1,PUT,R$ 143.00,06/02/2026,26.8%,1100,0
BOVAN158W2,PUT,R$ 158.00,13/02/2026,15.5%,1100,-40.8
BOVAA137W5,CALL,R$ 137.00,30/01/2026,0.0%,1094,-3.31
BOVAK151,CALL,R$ 151.00,19/11/2026,15.6%,1081,10.15
BOVAX97,PUT,R$ 97.50,18/12/2026,31.4%,1080,30.88
BOVAA147W5,CALL,R$ 147.00,30/01/2026,0.0%,1070,0
BOVAD800,CALL,R$ 80.00,16/04/2027,0.0%,1055,0
BOVAS148,PUT,R$ 148.00,17/07/2026,21.1%,1050,-12.5
BOVAV35,PUT,R$ 175.00,16/10/2026,23.5%,1050,-22.29
BOVAB148W2,CALL,R$ 148.00,13/02/2026,0.0%,1013,-8.85
BOVAB1,CALL,R$ 119.00,19/02/2027,18.6%,1007,11.15
BOVAK130,CALL,R$ 130.00,19/11/2026,0.0%,1001,8.58
BOVAR13,PUT,R$ 135.00,18/06/2027,28.0%,1001,0
BOVAM137W5,PUT,R$ 137.00,30/01/2026,32.8%,1001,-66.66
BOVAK213,CALL,R$ 192.00,19/11/2027,11.5%,1001,4.45
BOVAN740,PUT,R$ 74.00,20/02/2026,58.6%,1000,0
BOVAB810,CALL,R$ 81.00,20/02/2026,0.0%,1000,0
BOVAQ900,PUT,R$ 90.00,15/05/2026,40.3%,1000,0
BOVAJ5,CALL,R$ 122.00,16/10/2026,0.0%,1000,-1.55
BOVAL127,CALL,R$ 127.00,18/12/2026,0.0%,1000,32.25
BOVAK145,CALL,R$ 145.00,19/11/2026,8.7%,1000,134.4
BOVAS147,PUT,R$ 147.00,17/07/2026,20.5%,1000,0
BOVAX148,PUT,R$ 148.00,18/12/2026,25.1%,1000,0
BOVAB152W2,CALL,R$ 152.00,13/02/2026,0.0%,1000,28.54
BOVAK166,CALL,R$ 166.00,19/11/2026,16.2%,1000,0.32
BOVAW86,PUT,R$ 168.00,19/11/2027,25.4%,1000,0
BOVAC210,CALL,R$ 210.00,20/03/2026,24.5%,1000,0
BOVAC215,CALL,R$ 215.00,20/03/2026,25.2%,1000,0
BOVAL148,CALL,R$ 148.00,18/12/2026,9.6%,994,1.83
BOVAK214,CALL,R$ 193.00,19/11/2027,12.4%,968,14.12
BOVAW77,PUT,R$ 159.00,19/11/2027,26.5%,951,-0.31
BOVAH137,CALL,R$ 137.00,21/08/2026,0.0%,928,7.94
BOVAP162,PUT,R$ 162.00,17/04/2026,18.4%,902,-13.35
BOVAD151,CALL,R$ 151.00,17/04/2026,0.0%,901,2.46
BOVAI130,CALL,R$ 130.00,18/09/2026,0.0%,900,10.75
BOVAW48,PUT,R$ 133.00,19/11/2027,26.8%,900,-19.28
BOVAU25,PUT,R$ 146.00,17/09/2027,26.4%,882,-5.64
BOVAB710,CALL,R$ 71.00,20/02/2026,0.0%,860,5.23
BOVAJ136,CALL,R$ 136.00,16/10/2026,0.0%,856,5.28
BOVAX98,PUT,R$ 98.00,18/12/2026,0.0%,850,0
BOVAS28,PUT,R$ 155.00,16/07/2027,26.1%,816,1.47
BOVAG28,CALL,R$ 155.00,16/07/2027,0.0%,815,0
BOVAD780,CALL,R$ 78.00,17/04/2026,0.0%,801,0
BOVAD136,CALL,R$ 136.00,17/04/2026,0.0%,801,1.94
BOVAV142,PUT,R$ 142.00,16/10/2026,10.0%,800,-92.68
BOVAP147,PUT,R$ 147.00,17/04/2026,20.1%,800,0
BOVAB990,CALL,R$ 99.00,20/02/2026,0.0%,787,4.32
BOVAH175,CALL,R$ 175.00,21/08/2026,15.4%,780,-7.67
BOVAW73,PUT,R$ 155.00,19/11/2027,28.9%,779,-14.71
BOVAD158,CALL,R$ 158.00,16/04/2027,12.4%,778,-1.24
BOVAD112,CALL,R$ 112.00,17/04/2026,0.0%,741,-0.97
BOVAC685,CALL,R$ 68.50,20/03/2026,0.0%,730,2.23
BOVAB164W2,CALL,R$ 164.00,13/02/2026,13.4%,730,0
BOVAW147,PUT,R$ 147.00,19/11/2026,25.7%,725,-29.21
BOVAD127,CALL,R$ 127.00,17/04/2026,0.0%,722,2.32
BOVAK221,CALL,R$ 199.00,19/11/2027,10.4%,721,8.07
BOVAD161,CALL,R$ 161.00,17/04/2026,14.5%,714,13.77
BOVAW75,PUT,R$ 157.00,19/11/2027,26.3%,710,-20.35
BOVAP800,PUT,R$ 80.00,16/04/2027,34.7%,700,0
BOVAX49,PUT,R$ 102.00,18/12/2026,0.0%,700,0
BOVAG147,CALL,R$ 147.00,17/07/2026,0.0%,700,-12.58
BOVAB148W1,CALL,R$ 148.00,06/02/2026,0.0%,700,0
BOVAU27,PUT,R$ 148.00,17/09/2027,22.8%,700,0
BOVAE100,CALL,R$ 100.00,15/05/2026,0.0%,696,6.71
BOVAL142,CALL,R$ 142.00,18/12/2026,0.0%,688,21.48
BOVAK216,CALL,R$ 194.00,19/11/2027,13.2%,685,20.74
BOVAF148,CALL,R$ 148.00,19/06/2026,0.0%,684,0.39
BOVAB650,CALL,R$ 65.00,20/02/2026,0.0%,683,0.35
BOVAH132,CALL,R$ 132.00,21/08/2026,0.0%,682,-12.74
BOVAX144,PUT,R$ 144.00,18/12/2026,27.9%,660,-11.29
BOVAB825,CALL,R$ 82.50,20/02/2026,0.0%,640,0
BOVAF132,CALL,R$ 132.00,19/06/2026,0.0%,632,3.93
BOVAB162W2,CALL,R$ 162.00,13/02/2026,14.5%,631,27
BOVAB168W2,CALL,R$ 168.00,13/02/2026,13.4%,631,-22.33
BOVAW93,PUT,R$ 175.00,19/11/2027,25.9%,621,3.57
BOVAB136W1,CALL,R$ 136.00,06/02/2026,0.0%,610,0
BOVAK219,CALL,R$ 198.00,19/11/2027,12.4%,610,8.12
BOVAB136W2,CALL,R$ 136.00,13/02/2026,0.0%,600,0
BOVAB144W2,CALL,R$ 144.00,13/02/2026,0.0%,600,0
BOVAN145W1,PUT,R$ 145.00,06/02/2026,25.2%,600,0
BOVAM169W5,PUT,R$ 169.00,30/01/2026,17.6%,600,0
BOVAF152,CALL,R$ 152.00,19/06/2026,9.1%,598,1.07
BOVAB950,CALL,R$ 95.00,20/02/2026,0.0%,586,0
BOVAK147,CALL,R$ 147.00,19/11/2026,0.0%,585,-2.38
BOVAB142W1,CALL,R$ 142.00,06/02/2026,0.0%,581,0
BOVAE131,CALL,R$ 131.00,15/05/2026,0.0%,572,-7.24
BOVAU120,PUT,R$ 120.00,17/09/2027,29.6%,564,0
BOVAU144,PUT,R$ 144.00,18/09/2026,21.3%,557,-19.96
BOVAD129,CALL,R$ 129.00,17/04/2026,0.0%,551,4.13
BOVAW129,PUT,R$ 129.00,19/11/2026,25.8%,523,-44.23
BOVAS167,PUT,R$ 167.00,16/07/2027,25.2%,521,-16.44
BOVAW81,PUT,R$ 163.00,19/11/2027,26.2%,516,17.07
BOVAB870,CALL,R$ 87.00,20/02/2026,0.0%,515,0
BOVAW98,PUT,R$ 98.00,19/11/2026,0.0%,510,0
BOVAS11,PUT,R$ 145.00,16/07/2027,25.8%,506,-36.33
BOVAS157,PUT,R$ 157.00,16/07/2027,25.4%,502,0
BOVAU19,PUT,R$ 140.00,17/09/2027,27.2%,501,-5.4
BOVAW88,PUT,R$ 170.00,19/11/2027,26.5%,501,11.48
BOVAX52,PUT,R$ 178.00,18/12/2026,26.0%,501,-16.8
BOVAT185,PUT,R$ 185.00,21/08/2026,23.2%,501,0
BOVAH194,CALL,R$ 194.00,21/08/2026,16.5%,501,-0.69
BOVAP700,PUT,R$ 70.00,17/04/2026,0.0%,500,0
BOVAO945,PUT,R$ 94.50,20/03/2026,41.8%,500,0
BOVAB955,CALL,R$ 95.50,20/02/2026,0.0%,500,0
BOVAE117,CALL,R$ 117.00,15/05/2026,0.0%,500,6.76
BOVAG131,CALL,R$ 131.00,17/07/2026,0.0%,500,73.04
BOVAK131,CALL,R$ 131.00,19/11/2026,0.0%,500,82.07
BOVAF134,CALL,R$ 134.00,19/06/2026,0.0%,500,6.71
BOVAK135,CALL,R$ 135.00,19/11/2026,0.0%,500,71.77
BOVAM147W5,PUT,R$ 147.00,30/01/2026,26.6%,500,0
BOVAB154W2,CALL,R$ 154.00,13/02/2026,0.0%,500,0
BOVAN164W2,PUT,R$ 164.00,13/02/2026,15.2%,500,0
BOVAN170W1,PUT,R$ 170.00,06/02/2026,17.4%,500,0
BOVAN171W1,PUT,R$ 171.00,06/02/2026,18.0%,500,0
BOVAN172W1,PUT,R$ 172.00,06/02/2026,18.7%,500,0
BOVAO178,PUT,R$ 178.00,20/03/2026,19.3%,500,-3.69
BOVAA179W5,CALL,R$ 179.00,30/01/2026,23.8%,500,0
BOVAO181,PUT,R$ 181.00,20/03/2026,20.6%,500,7.55
BOVAK202,CALL,R$ 183.00,19/11/2027,8.9%,500,1.42
BOVAG137,CALL,R$ 137.00,17/07/2026,0.0%,491,-0.95
BOVAG160,CALL,R$ 160.00,16/07/2027,0.0%,468,10
BOVAM182W5,PUT,R$ 182.00,30/01/2026,31.6%,468,0
BOVAI176,CALL,R$ 176.00,17/09/2027,8.4%,460,-4.4
BOVAB970,CALL,R$ 97.00,20/02/2026,0.0%,450,0
BOVAU143,PUT,R$ 143.00,18/09/2026,23.6%,450,-10.96
BOVAH170,CALL,R$ 170.00,21/08/2026,14.4%,450,10.96
BOVAM192W4,PUT,R$ 192.00,23/01/2026,56.5%,427,4.21
BOVAU174,PUT,R$ 174.00,17/09/2027,25.1%,415,-21.72
BOVAN196,PUT,R$ 196.00,20/02/2026,39.9%,409,0
BOVAJ35,CALL,R$ 175.00,16/10/2026,17.9%,408,-3.05
BOVAG157,CALL,R$ 157.00,16/07/2027,0.0%,402,0
BOVAW211,PUT,R$ 190.00,19/11/2027,26.1%,402,-7.65
BOVAX80,PUT,R$ 80.00,18/12/2026,36.0%,400,-82.66
BOVAI133,CALL,R$ 133.00,17/09/2027,0.0%,400,0
BOVAI21,CALL,R$ 142.00,17/09/2027,0.0%,400,7.98
BOVAJ144,CALL,R$ 144.00,16/10/2026,8.3%,400,1.81
BOVAS149,PUT,R$ 149.00,17/07/2026,21.7%,400,-16.66
BOVAB150W2,CALL,R$ 150.00,13/02/2026,0.0%,400,7.34
BOVAQ164,PUT,R$ 164.00,15/05/2026,18.7%,400,-11.44
BOVAC197,CALL,R$ 197.00,20/03/2026,21.0%,376,0
BOVAW71,PUT,R$ 153.00,19/11/2027,27.1%,375,5.6
BOVAF106,CALL,R$ 106.00,18/06/2027,0.0%,360,2.45
BOVAS145,PUT,R$ 145.00,17/07/2026,22.3%,353,25.17
BOVAB138W2,CALL,R$ 138.00,13/02/2026,0.0%,350,0
BOVAN164W1,PUT,R$ 164.00,06/02/2026,15.8%,350,0
BOVAK75,CALL,R$ 157.00,19/11/2027,0.0%,319,-2.01
BOVAI19,CALL,R$ 140.00,17/09/2027,0.0%,316,11.23
BOVAA119,CALL,R$ 119.00,15/01/2027,0.0%,314,8.13
BOVAW63,PUT,R$ 146.00,19/11/2027,24.2%,307,-10.82
BOVAU170,PUT,R$ 170.00,17/09/2027,25.1%,305,-26.53
BOVAI12,CALL,R$ 120.00,18/09/2026,0.0%,300,0
BOVAP139,PUT,R$ 139.00,17/04/2026,23.9%,300,0
BOVAN140W1,PUT,R$ 140.00,06/02/2026,28.1%,300,0
BOVAU145,PUT,R$ 145.00,18/09/2026,22.8%,300,-25
BOVAI160,CALL,R$ 160.00,17/09/2027,0.0%,300,9.2
BOVAP167,PUT,R$ 167.00,17/04/2026,16.6%,300,0
BOVAG133,CALL,R$ 133.00,17/07/2026,0.0%,296,4.58
BOVAD143,CALL,R$ 143.00,17/04/2026,0.0%,292,5.85
BOVAG142,CALL,R$ 142.00,17/07/2026,0.0%,288,-10.73
BOVAO179,PUT,R$ 179.00,20/03/2026,19.8%,271,-0.37
BOVAG159,CALL,R$ 159.00,16/07/2027,0.0%,259,20.14
BOVAL190,CALL,R$ 190.00,18/12/2026,17.7%,251,14.76
BOVAA186W4,CALL,R$ 186.00,23/01/2026,28.0%,250,0
BOVAI26,CALL,R$ 147.00,17/09/2027,0.0%,239,1.93
BOVAE123,CALL,R$ 123.00,15/05/2026,0.0%,224,0
BOVAK80,CALL,R$ 162.00,19/11/2027,0.0%,217,1.15
BOVAT151,PUT,R$ 151.00,21/08/2026,22.0%,212,-29.9
BOVAC107,CALL,R$ 107.00,20/03/2026,0.0%,203,9.69
BOVAD114,CALL,R$ 114.00,17/04/2026,0.0%,201,0
BOVAP123,PUT,R$ 123.00,17/04/2026,27.7%,201,-60.86
BOVAE127,CALL,R$ 127.00,15/05/2026,0.0%,200,11.06
BOVAL141,CALL,R$ 141.00,18/12/2026,0.0%,200,-2.11
BOVAM149W5,PUT,R$ 149.00,30/01/2026,24.4%,200,0
BOVAN150W1,PUT,R$ 150.00,06/02/2026,21.4%,200,0
BOVAS163,PUT,R$ 163.00,16/07/2027,24.1%,200,0
BOVAN255,PUT,R$ 255.00,20/02/2026,74.5%,200,0.32
BOVAX149,PUT,R$ 149.00,18/12/2026,25.3%,151,-2.62
BOVAC13,CALL,R$ 135.00,19/03/2027,0.0%,150,10.8
BOVAW145,PUT,R$ 145.00,19/11/2026,26.4%,150,20.64
BOVAO183,PUT,R$ 183.00,20/03/2026,21.6%,150,12.83
BOVAO255,PUT,R$ 255.00,20/03/2026,58.8%,150,0
BOVAL31,CALL,R$ 122.00,18/12/2026,0.0%,146,4.38
BOVAK79,CALL,R$ 161.00,19/11/2027,0.0%,142,10.15
BOVAN149W1,PUT,R$ 149.00,06/02/2026,22.1%,140,0
BOVAI155,CALL,R$ 155.00,17/09/2027,0.0%,139,0.19
BOVAI120,CALL,R$ 120.00,17/09/2027,0.0%,132,23.48
